Leading Cancer Sites,Leading Cancer Sites Code,Year,Sex,Sex Code,Race,Race Code,Count
Oral Cavity and Pharynx,20010-20100,2020,Male,M,Black or African American,2054-5,94.0
Oral Cavity and Pharynx,20010-20100,2020,Male,M,White,2106-3,479.0
Oral Cavity and Pharynx,20010-20100,2020,Male,M,Other Races and Unknown combined,2131-1,29.0
Oral Cavity and Pharynx,20010-20100,2021,Female,F,Asian or Pacific Islander,A-PI,70.0
Oral Cavity and Pharynx,20010-20100,2021,Female,F,Black or African American,2054-5,87.0
Oral Cavity and Pharynx,20010-20100,2021,Female,F,White,2106-3,418.0
Oral Cavity and Pharynx,20010-20100,2021,Female,F,Other Races and Unknown combined,2131-1,35.0
Oral Cavity and Pharynx,20010-20100,2021,Male,M,Asian or Pacific Islander,A-PI,92.0
Oral Cavity and Pharynx,20010-20100,2021,Male,M,Black or African American,2054-5,93.0
Oral Cavity and Pharynx,20010-20100,2021,Male,M,White,2106-3,495.0
Oral Cavity and Pharynx,20010-20100,2021,Male,M,Other Races and Unknown combined,2131-1,26.0
Ovary,27040,1999,Female,F,Asian or Pacific Islander,A-PI,76.0
Ovary,27040,1999,Female,F,Black or African American,2054-5,117.0
Ovary,27040,1999,Female,F,White,2106-3,1011.0
Ovary,27040,2000,Female,F,Asian or Pacific Islander,A-PI,51.0
Ovary,27040,2000,Female,F,Black or African American,2054-5,129.0
Ovary,27040,2000,Female,F,White,2106-3,1111.0
Ovary,27040,2001,Female,F,Asian or Pacific Islander,A-PI,70.0
Ovary,27040,2001,Female,F,Black or African American,2054-5,161.0
Ovary,27040,2001,Female,F,White,2106-3,1089.0
Ovary,27040,2001,Female,F,Other Races and Unknown combined,2131-1,21.0
Ovary,27040,2002,Female,F,Asian or Pacific Islander,A-PI,80.0
Ovary,27040,2002,Female,F,Black or African American,2054-5,158.0
Ovary,27040,2002,Female,F,White,2106-3,1067.0
Ovary,27040,2003,Female,F,Asian or Pacific Islander,A-PI,77.0
Ovary,27040,2003,Female,F,Black or African American,2054-5,148.0
Ovary,27040,2003,Female,F,White,2106-3,1000.0
Ovary,27040,2003,Female,F,Other Races and Unknown combined,2131-1,18.0
Ovary,27040,2004,Female,F,Asian or Pacific Islander,A-PI,90.0
Ovary,27040,2004,Female,F,Black or African American,2054-5,140.0
Ovary,27040,2004,Female,F,White,2106-3,938.0
Ovary,27040,2004,Female,F,Other Races and Unknown combined,2131-1,18.0
Ovary,27040,2005,Female,F,Asian or Pacific Islander,A-PI,81.0
Ovary,27040,2005,Female,F,Black or African American,2054-5,135.0
Ovary,27040,2005,Female,F,White,2106-3,1013.0
Ovary,27040,2005,Female,F,Other Races and Unknown combined,2131-1,21.0
Ovary,27040,2006,Female,F,Asian or Pacific Islander,A-PI,79.0
Ovary,27040,2006,Female,F,Black or African American,2054-5,154.0
Ovary,27040,2006,Female,F,White,2106-3,988.0
Ovary,27040,2006,Female,F,Other Races and Unknown combined,2131-1,16.0
Ovary,27040,2007,Female,F,Asian or Pacific Islander,A-PI,89.0
Ovary,27040,2007,Female,F,Black or African American,2054-5,117.0
Ovary,27040,2007,Female,F,White,2106-3,1037.0
Ovary,27040,2007,Female,F,Other Races and Unknown combined,2131-1,17.0
Ovary,27040,2008,Female,F,Asian or Pacific Islander,A-PI,85.0
Ovary,27040,2008,Female,F,Black or African American,2054-5,140.0
Ovary,27040,2008,Female,F,White,2106-3,1006.0
Ovary,27040,2008,Female,F,Other Races and Unknown combined,2131-1,16.0
Ovary,27040,2009,Female,F,Asian or Pacific Islander,A-PI,96.0
Ovary,27040,2009,Female,F,Black or African American,2054-5,186.0
Ovary,27040,2009,Female,F,White,2106-3,1029.0
Ovary,27040,2010,Female,F,American Indian or Alaska Native,1002-5,17.0
Ovary,27040,2010,Female,F,Asian or Pacific Islander,A-PI,87.0
Ovary,27040,2010,Female,F,Black or African American,2054-5,145.0
Ovary,27040,2010,Female,F,White,2106-3,970.0
Ovary,27040,2011,Female,F,Asian or Pacific Islander,A-PI,91.0
Ovary,27040,2011,Female,F,Black or African American,2054-5,135.0
Ovary,27040,2011,Female,F,White,2106-3,997.0
Ovary,27040,2011,Female,F,Other Races and Unknown combined,2131-1,18.0
Ovary,27040,2012,Female,F,American Indian or Alaska Native,1002-5,19.0
Ovary,27040,2012,Female,F,Asian or Pacific Islander,A-PI,106.0
Ovary,27040,2012,Female,F,Black or African American,2054-5,182.0
Ovary,27040,2012,Female,F,White,2106-3,1005.0
Ovary,27040,2012,Female,F,Other Races and Unknown combined,2131-1,17.0
Ovary,27040,2013,Female,F,Asian or Pacific Islander,A-PI,96.0
Ovary,27040,2013,Female,F,Black or African American,2054-5,156.0
Ovary,27040,2013,Female,F,White,2106-3,1006.0
Ovary,27040,2013,Female,F,Other Races and Unknown combined,2131-1,35.0
Ovary,27040,2014,Female,F,American Indian or Alaska Native,1002-5,17.0
Ovary,27040,2014,Female,F,Asian or Pacific Islander,A-PI,119.0
Ovary,27040,2014,Female,F,Black or African American,2054-5,149.0
Ovary,27040,2014,Female,F,White,2106-3,1049.0
Ovary,27040,2014,Female,F,Other Races and Unknown combined,2131-1,21.0
Ovary,27040,2015,Female,F,American Indian or Alaska Native,1002-5,17.0
Ovary,27040,2015,Female,F,Asian or Pacific Islander,A-PI,108.0
Ovary,27040,2015,Female,F,Black or African American,2054-5,163.0
Ovary,27040,2015,Female,F,White,2106-3,1111.0
Ovary,27040,2015,Female,F,Other Races and Unknown combined,2131-1,35.0
Ovary,27040,2016,Female,F,Asian or Pacific Islander,A-PI,98.0
Ovary,27040,2016,Female,F,Black or African American,2054-5,181.0
Ovary,27040,2016,Female,F,White,2106-3,1034.0
Ovary,27040,2016,Female,F,Other Races and Unknown combined,2131-1,27.0
Ovary,27040,2017,Female,F,American Indian or Alaska Native,1002-5,19.0
Ovary,27040,2017,Female,F,Asian or Pacific Islander,A-PI,124.0
Ovary,27040,2017,Female,F,Black or African American,2054-5,190.0
Ovary,27040,2017,Female,F,White,2106-3,1004.0
Ovary,27040,2017,Female,F,Other Races and Unknown combined,2131-1,38.0
Ovary,27040,2018,Female,F,American Indian or Alaska Native,1002-5,18.0
Ovary,27040,2018,Female,F,Asian or Pacific Islander,A-PI,125.0
Ovary,27040,2018,Female,F,Black or African American,2054-5,159.0
Ovary,27040,2018,Female,F,White,2106-3,1054.0
Ovary,27040,2018,Female,F,Other Races and Unknown combined,2131-1,35.0
Ovary,27040,2019,Female,F,Asian or Pacific Islander,A-PI,120.0
Ovary,27040,2019,Female,F,Black or African American,2054-5,179.0
Ovary,27040,2019,Female,F,White,2106-3,1051.0
Ovary,27040,2019,Female,F,Other Races and Unknown combined,2131-1,48.0
Ovary,27040,2020,Female,F,American Indian or Alaska Native,1002-5,23.0
Ovary,27040,2020,Female,F,Asian or Pacific Islander,A-PI,119.0
Ovary,27040,2020,Female,F,Black or African American,2054-5,157.0
Ovary,27040,2020,Female,F,White,2106-3,1025.0
Ovary,27040,2020,Female,F,Other Races and Unknown combined,2131-1,43.0
Ovary,27040,2021,Female,F,American Indian or Alaska Native,1002-5,18.0
Ovary,27040,2021,Female,F,Asian or Pacific Islander,A-PI,130.0
Ovary,27040,2021,Female,F,Black or African American,2054-5,194.0
Ovary,27040,2021,Female,F,White,2106-3,1049.0
Ovary,27040,2021,Female,F,Other Races and Unknown combined,2131-1,49.0
Pancreas,21100,1999,Female,F,Black or African American,2054-5,36.0
Pancreas,21100,1999,Female,F,White,2106-3,113.0
Pancreas,21100,1999,Male,M,Black or African American,2054-5,29.0
Pancreas,21100,1999,Male,M,White,2106-3,165.0
Pancreas,21100,2000,Female,F,Black or African American,2054-5,26.0
Pancreas,21100,2000,Female,F,White,2106-3,137.0
Pancreas,21100,2000,Male,M,Black or African American,2054-5,34.0
Pancreas,21100,2000,Male,M,White,2106-3,141.0
Pancreas,21100,2001,Female,F,Black or African American,2054-5,18.0
Pancreas,21100,2001,Female,F,White,2106-3,126.0
Pancreas,21100,2001,Male,M,Black or African American,2054-5,35.0
Pancreas,21100,2001,Male,M,White,2106-3,135.0
Pancreas,21100,2002,Female,F,Black or African American,2054-5,24.0
Pancreas,21100,2002,Female,F,White,2106-3,133.0
Pancreas,21100,2002,Male,M,Black or African American,2054-5,40.0
Pancreas,21100,2002,Male,M,White,2106-3,175.0
Pancreas,21100,2003,Female,F,Black or African American,2054-5,35.0
Pancreas,21100,2003,Female,F,White,2106-3,156.0
Pancreas,21100,2003,Male,M,Black or African American,2054-5,28.0
Pancreas,21100,2003,Male,M,White,2106-3,139.0
Pancreas,21100,2004,Female,F,Black or African American,2054-5,36.0
Pancreas,21100,2004,Female,F,White,2106-3,123.0
Pancreas,21100,2004,Male,M,Black or African American,2054-5,22.0
Pancreas,21100,2004,Male,M,White,2106-3,161.0
Pancreas,21100,2005,Female,F,Black or African American,2054-5,26.0
Pancreas,21100,2005,Female,F,White,2106-3,146.0
Pancreas,21100,2005,Male,M,Black or African American,2054-5,32.0
Pancreas,21100,2005,Male,M,White,2106-3,138.0
Pancreas,21100,2006,Female,F,Black or African American,2054-5,30.0
Pancreas,21100,2006,Female,F,White,2106-3,129.0
Pancreas,21100,2006,Male,M,Black or African American,2054-5,33.0
Pancreas,21100,2006,Male,M,White,2106-3,168.0
Pancreas,21100,2007,Female,F,Black or African American,2054-5,34.0
Pancreas,21100,2007,Female,F,White,2106-3,157.0
Pancreas,21100,2007,Male,M,Black or African American,2054-5,30.0
Pancreas,21100,2007,Male,M,White,2106-3,159.0
Pancreas,21100,2008,Female,F,Black or African American,2054-5,50.0
Pancreas,21100,2008,Female,F,White,2106-3,167.0
Pancreas,21100,2008,Male,M,Black or African American,2054-5,34.0
Pancreas,21100,2008,Male,M,White,2106-3,149.0
Pancreas,21100,2009,Female,F,Black or African American,2054-5,40.0
Pancreas,21100,2009,Female,F,White,2106-3,168.0
Pancreas,21100,2009,Male,M,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2009,Male,M,Black or African American,2054-5,42.0
Pancreas,21100,2009,Male,M,White,2106-3,165.0
Pancreas,21100,2010,Female,F,Black or African American,2054-5,43.0
Pancreas,21100,2010,Female,F,White,2106-3,165.0
Pancreas,21100,2010,Male,M,Black or African American,2054-5,25.0
Pancreas,21100,2010,Male,M,White,2106-3,162.0
Pancreas,21100,2011,Female,F,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2011,Female,F,Black or African American,2054-5,40.0
Pancreas,21100,2011,Female,F,White,2106-3,178.0
Pancreas,21100,2011,Male,M,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2011,Male,M,Black or African American,2054-5,23.0
Pancreas,21100,2011,Male,M,White,2106-3,172.0
Pancreas,21100,2012,Female,F,Black or African American,2054-5,49.0
Pancreas,21100,2012,Female,F,White,2106-3,164.0
Pancreas,21100,2012,Male,M,Black or African American,2054-5,31.0
Pancreas,21100,2012,Male,M,White,2106-3,181.0
Pancreas,21100,2013,Female,F,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2013,Female,F,Black or African American,2054-5,54.0
Pancreas,21100,2013,Female,F,White,2106-3,209.0
Pancreas,21100,2013,Male,M,Asian or Pacific Islander,A-PI,16.0
Pancreas,21100,2013,Male,M,Black or African American,2054-5,44.0
Pancreas,21100,2013,Male,M,White,2106-3,170.0
Pancreas,21100,2014,Female,F,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2014,Female,F,Black or African American,2054-5,75.0
Pancreas,21100,2014,Female,F,White,2106-3,208.0
Pancreas,21100,2014,Male,M,Asian or Pacific Islander,A-PI,16.0
Pancreas,21100,2014,Male,M,Black or African American,2054-5,44.0
Pancreas,21100,2014,Male,M,White,2106-3,208.0
Pancreas,21100,2015,Female,F,Asian or Pacific Islander,A-PI,19.0
Pancreas,21100,2015,Female,F,Black or African American,2054-5,54.0
Pancreas,21100,2015,Female,F,White,2106-3,219.0
Pancreas,21100,2015,Male,M,Asian or Pacific Islander,A-PI,16.0
Pancreas,21100,2015,Male,M,Black or African American,2054-5,45.0
Pancreas,21100,2015,Male,M,White,2106-3,232.0
Pancreas,21100,2016,Female,F,Asian or Pacific Islander,A-PI,24.0
Pancreas,21100,2016,Female,F,Black or African American,2054-5,73.0
Pancreas,21100,2016,Female,F,White,2106-3,232.0
Pancreas,21100,2016,Male,M,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2016,Male,M,Black or African American,2054-5,42.0
Pancreas,21100,2016,Male,M,White,2106-3,219.0
Pancreas,21100,2017,Female,F,Asian or Pacific Islander,A-PI,20.0
Pancreas,21100,2017,Female,F,Black or African American,2054-5,68.0
Pancreas,21100,2017,Female,F,White,2106-3,252.0
Pancreas,21100,2017,Male,M,Asian or Pacific Islander,A-PI,19.0
Pancreas,21100,2017,Male,M,Black or African American,2054-5,36.0
Pancreas,21100,2017,Male,M,White,2106-3,226.0
Pancreas,21100,2018,Female,F,Asian or Pacific Islander,A-PI,21.0
Pancreas,21100,2018,Female,F,Black or African American,2054-5,72.0
Pancreas,21100,2018,Female,F,White,2106-3,277.0
Pancreas,21100,2018,Male,M,Black or African American,2054-5,33.0
Pancreas,21100,2018,Male,M,White,2106-3,234.0
Pancreas,21100,2019,Female,F,Asian or Pacific Islander,A-PI,19.0
Pancreas,21100,2019,Female,F,Black or African American,2054-5,52.0
Pancreas,21100,2019,Female,F,White,2106-3,249.0
Pancreas,21100,2019,Male,M,Black or African American,2054-5,56.0
Pancreas,21100,2019,Male,M,White,2106-3,231.0
Pancreas,21100,2020,Female,F,Asian or Pacific Islander,A-PI,24.0
Pancreas,21100,2020,Female,F,Black or African American,2054-5,66.0
Pancreas,21100,2020,Female,F,White,2106-3,237.0
Pancreas,21100,2020,Male,M,Black or African American,2054-5,50.0
Pancreas,21100,2020,Male,M,White,2106-3,192.0
Pancreas,21100,2021,Female,F,Asian or Pacific Islander,A-PI,30.0
Pancreas,21100,2021,Female,F,Black or African American,2054-5,69.0
Pancreas,21100,2021,Female,F,White,2106-3,278.0
Pancreas,21100,2021,Female,F,Other Races and Unknown combined,2131-1,18.0
Pancreas,21100,2021,Male,M,Asian or Pacific Islander,A-PI,20.0
Pancreas,21100,2021,Male,M,Black or African American,2054-5,57.0
Pancreas,21100,2021,Male,M,White,2106-3,223.0
Prostate,28010,1999,Male,M,Black or African American,2054-5,19.0
Prostate,28010,1999,Male,M,White,2106-3,70.0
Prostate,28010,2000,Male,M,Black or African American,2054-5,28.0
Prostate,28010,2000,Male,M,White,2106-3,76.0
Prostate,28010,2001,Male,M,Black or African American,2054-5,24.0
Prostate,28010,2001,Male,M,White,2106-3,74.0
Prostate,28010,2002,Male,M,Black or African American,2054-5,29.0
Prostate,28010,2002,Male,M,White,2106-3,86.0
Prostate,28010,2003,Male,M,Black or African American,2054-5,26.0
Prostate,28010,2003,Male,M,White,2106-3,89.0
Prostate,28010,2004,Male,M,Black or African American,2054-5,31.0
Prostate,28010,2004,Male,M,White,2106-3,70.0
Prostate,28010,2005,Male,M,Black or African American,2054-5,39.0
Prostate,28010,2005,Male,M,White,2106-3,85.0
Prostate,28010,2006,Male,M,Black or African American,2054-5,30.0
Prostate,28010,2006,Male,M,White,2106-3,81.0
Prostate,28010,2007,Male,M,Black or African American,2054-5,40.0
Prostate,28010,2007,Male,M,White,2106-3,93.0
Prostate,28010,2008,Male,M,Black or African American,2054-5,46.0
Prostate,28010,2008,Male,M,White,2106-3,96.0
Prostate,28010,2009,Male,M,Black or African American,2054-5,54.0
Prostate,28010,2009,Male,M,White,2106-3,118.0
Prostate,28010,2010,Male,M,Black or African American,2054-5,37.0
Prostate,28010,2010,Male,M,White,2106-3,77.0
Prostate,28010,2011,Male,M,Black or African American,2054-5,40.0
Prostate,28010,2011,Male,M,White,2106-3,76.0
Prostate,28010,2012,Male,M,Black or African American,2054-5,32.0
Prostate,28010,2012,Male,M,White,2106-3,53.0
Prostate,28010,2013,Male,M,Black or African American,2054-5,32.0
Prostate,28010,2013,Male,M,White,2106-3,58.0
Prostate,28010,2014,Male,M,Black or African American,2054-5,19.0
Prostate,28010,2014,Male,M,White,2106-3,64.0
Prostate,28010,2015,Male,M,Black or African American,2054-5,24.0
Prostate,28010,2015,Male,M,White,2106-3,60.0
Prostate,28010,2016,Male,M,Black or African American,2054-5,28.0
Prostate,28010,2016,Male,M,White,2106-3,41.0
Prostate,28010,2017,Male,M,Black or African American,2054-5,20.0
Prostate,28010,2017,Male,M,White,2106-3,55.0
Prostate,28010,2018,Male,M,Black or African American,2054-5,23.0
Prostate,28010,2018,Male,M,White,2106-3,47.0
Prostate,28010,2019,Male,M,Black or African American,2054-5,28.0
Prostate,28010,2019,Male,M,White,2106-3,52.0
Prostate,28010,2020,Male,M,White,2106-3,29.0
Prostate,28010,2021,Male,M,Black or African American,2054-5,22.0
Prostate,28010,2021,Male,M,White,2106-3,51.0
Stomach,21020,1999,Female,F,Asian or Pacific Islander,A-PI,21.0
Stomach,21020,1999,Female,F,Black or African American,2054-5,61.0
Stomach,21020,1999,Female,F,White,2106-3,174.0
Stomach,21020,1999,Male,M,Asian or Pacific Islander,A-PI,26.0
Stomach,21020,1999,Male,M,Black or African American,2054-5,73.0
Stomach,21020,1999,Male,M,White,2106-3,237.0
Stomach,21020,2000,Female,F,Asian or Pacific Islander,A-PI,25.0
Stomach,21020,2000,Female,F,Black or African American,2054-5,45.0
Stomach,21020,2000,Female,F,White,2106-3,182.0
Stomach,21020,2000,Male,M,Asian or Pacific Islander,A-PI,23.0
Stomach,21020,2000,Male,M,Black or African American,2054-5,84.0
Stomach,21020,2000,Male,M,White,2106-3,237.0
Stomach,21020,2001,Female,F,Asian or Pacific Islander,A-PI,28.0
Stomach,21020,2001,Female,F,Black or African American,2054-5,53.0
Stomach,21020,2001,Female,F,White,2106-3,182.0
Stomach,21020,2001,Male,M,Asian or Pacific Islander,A-PI,23.0
Stomach,21020,2001,Male,M,Black or African American,2054-5,70.0
Stomach,21020,2001,Male,M,White,2106-3,247.0
Stomach,21020,2002,Female,F,Asian or Pacific Islander,A-PI,29.0
Stomach,21020,2002,Female,F,Black or African American,2054-5,51.0
Stomach,21020,2002,Female,F,White,2106-3,192.0
Stomach,21020,2002,Male,M,Asian or Pacific Islander,A-PI,31.0
Stomach,21020,2002,Male,M,Black or African American,2054-5,46.0
Stomach,21020,2002,Male,M,White,2106-3,223.0
Stomach,21020,2003,Female,F,Asian or Pacific Islander,A-PI,34.0
Stomach,21020,2003,Female,F,Black or African American,2054-5,63.0
Stomach,21020,2003,Female,F,White,2106-3,203.0
Stomach,21020,2003,Male,M,Asian or Pacific Islander,A-PI,26.0
Stomach,21020,2003,Male,M,Black or African American,2054-5,47.0
Stomach,21020,2003,Male,M,White,2106-3,261.0
Stomach,21020,2004,Female,F,Asian or Pacific Islander,A-PI,40.0
Stomach,21020,2004,Female,F,Black or African American,2054-5,51.0
Stomach,21020,2004,Female,F,White,2106-3,197.0
Stomach,21020,2004,Male,M,Asian or Pacific Islander,A-PI,26.0
Stomach,21020,2004,Male,M,Black or African American,2054-5,71.0
Stomach,21020,2004,Male,M,White,2106-3,208.0
Stomach,21020,2005,Female,F,Asian or Pacific Islander,A-PI,32.0
Stomach,21020,2005,Female,F,Black or African American,2054-5,57.0
Stomach,21020,2005,Female,F,White,2106-3,199.0
Stomach,21020,2005,Male,M,Asian or Pacific Islander,A-PI,27.0
Stomach,21020,2005,Male,M,Black or African American,2054-5,52.0
Stomach,21020,2005,Male,M,White,2106-3,234.0
Stomach,21020,2006,Female,F,Asian or Pacific Islander,A-PI,42.0
Stomach,21020,2006,Female,F,Black or African American,2054-5,59.0
Stomach,21020,2006,Female,F,White,2106-3,207.0
Stomach,21020,2006,Male,M,Asian or Pacific Islander,A-PI,22.0
Stomach,21020,2006,Male,M,Black or African American,2054-5,57.0
Stomach,21020,2006,Male,M,White,2106-3,235.0
Stomach,21020,2007,Female,F,Asian or Pacific Islander,A-PI,36.0
Stomach,21020,2007,Female,F,Black or African American,2054-5,52.0
Stomach,21020,2007,Female,F,White,2106-3,231.0
Stomach,21020,2007,Male,M,Asian or Pacific Islander,A-PI,29.0
Stomach,21020,2007,Male,M,Black or African American,2054-5,60.0
Stomach,21020,2007,Male,M,White,2106-3,258.0
Stomach,21020,2008,Female,F,Asian or Pacific Islander,A-PI,29.0
Stomach,21020,2008,Female,F,Black or African American,2054-5,55.0
Stomach,21020,2008,Female,F,White,2106-3,222.0
Stomach,21020,2008,Male,M,Asian or Pacific Islander,A-PI,23.0
Stomach,21020,2008,Male,M,Black or African American,2054-5,60.0
Stomach,21020,2008,Male,M,White,2106-3,236.0
Stomach,21020,2009,Female,F,Asian or Pacific Islander,A-PI,32.0
Stomach,21020,2009,Female,F,Black or African American,2054-5,57.0
Stomach,21020,2009,Female,F,White,2106-3,214.0
Stomach,21020,2009,Male,M,Asian or Pacific Islander,A-PI,36.0
Stomach,21020,2009,Male,M,Black or African American,2054-5,53.0
Stomach,21020,2009,Male,M,White,2106-3,230.0
Stomach,21020,2010,Female,F,Asian or Pacific Islander,A-PI,46.0
Stomach,21020,2010,Female,F,Black or African American,2054-5,56.0
Stomach,21020,2010,Female,F,White,2106-3,219.0
Stomach,21020,2010,Male,M,Asian or Pacific Islander,A-PI,30.0
Stomach,21020,2010,Male,M,Black or African American,2054-5,58.0
Stomach,21020,2010,Male,M,White,2106-3,276.0
Stomach,21020,2011,Female,F,Asian or Pacific Islander,A-PI,36.0
Stomach,21020,2011,Female,F,Black or African American,2054-5,67.0
Stomach,21020,2011,Female,F,White,2106-3,217.0
Stomach,21020,2011,Male,M,Asian or Pacific Islander,A-PI,24.0
Stomach,21020,2011,Male,M,Black or African American,2054-5,50.0
Stomach,21020,2011,Male,M,White,2106-3,241.0
Stomach,21020,2012,Female,F,Asian or Pacific Islander,A-PI,48.0
Stomach,21020,2012,Female,F,Black or African American,2054-5,63.0
Stomach,21020,2012,Female,F,White,2106-3,244.0
Stomach,21020,2012,Male,M,Asian or Pacific Islander,A-PI,25.0
Stomach,21020,2012,Male,M,Black or African American,2054-5,70.0
Stomach,21020,2012,Male,M,White,2106-3,238.0
Stomach,21020,2013,Female,F,Asian or Pacific Islander,A-PI,44.0
Stomach,21020,2013,Female,F,Black or African American,2054-5,55.0
Stomach,21020,2013,Female,F,White,2106-3,236.0
Stomach,21020,2013,Male,M,Asian or Pacific Islander,A-PI,28.0
Stomach,21020,2013,Male,M,Black or African American,2054-5,67.0
Stomach,21020,2013,Male,M,White,2106-3,256.0
Stomach,21020,2014,Female,F,Asian or Pacific Islander,A-PI,30.0
Stomach,21020,2014,Female,F,Black or African American,2054-5,60.0
Stomach,21020,2014,Female,F,White,2106-3,230.0
Stomach,21020,2014,Male,M,Asian or Pacific Islander,A-PI,35.0
Stomach,21020,2014,Male,M,Black or African American,2054-5,54.0
Stomach,21020,2014,Male,M,White,2106-3,274.0
Stomach,21020,2015,Female,F,Asian or Pacific Islander,A-PI,58.0
Stomach,21020,2015,Female,F,Black or African American,2054-5,70.0
Stomach,21020,2015,Female,F,White,2106-3,248.0
Stomach,21020,2015,Male,M,Asian or Pacific Islander,A-PI,27.0
Stomach,21020,2015,Male,M,Black or African American,2054-5,55.0
Stomach,21020,2015,Male,M,White,2106-3,244.0
Stomach,21020,2016,Female,F,Asian or Pacific Islander,A-PI,46.0
Stomach,21020,2016,Female,F,Black or African American,2054-5,70.0
Stomach,21020,2016,Female,F,White,2106-3,263.0
Stomach,21020,2016,Male,M,Asian or Pacific Islander,A-PI,48.0
Stomach,21020,2016,Male,M,Black or African American,2054-5,72.0
Stomach,21020,2016,Male,M,White,2106-3,291.0
Stomach,21020,2017,Female,F,Asian or Pacific Islander,A-PI,32.0
Stomach,21020,2017,Female,F,Black or African American,2054-5,78.0
Stomach,21020,2017,Female,F,White,2106-3,278.0
Stomach,21020,2017,Female,F,Other Races and Unknown combined,2131-1,17.0
Stomach,21020,2017,Male,M,Asian or Pacific Islander,A-PI,22.0
Stomach,21020,2017,Male,M,Black or African American,2054-5,68.0
Stomach,21020,2017,Male,M,White,2106-3,289.0
Stomach,21020,2018,Female,F,Asian or Pacific Islander,A-PI,45.0
Stomach,21020,2018,Female,F,Black or African American,2054-5,86.0
Stomach,21020,2018,Female,F,White,2106-3,301.0
Stomach,21020,2018,Male,M,Asian or Pacific Islander,A-PI,34.0
Stomach,21020,2018,Male,M,Black or African American,2054-5,58.0
Stomach,21020,2018,Male,M,White,2106-3,305.0
Stomach,21020,2019,Female,F,Asian or Pacific Islander,A-PI,31.0
Stomach,21020,2019,Female,F,Black or African American,2054-5,65.0
Stomach,21020,2019,Female,F,White,2106-3,265.0
Stomach,21020,2019,Male,M,Asian or Pacific Islander,A-PI,37.0
Stomach,21020,2019,Male,M,Black or African American,2054-5,79.0
Stomach,21020,2019,Male,M,White,2106-3,294.0
Stomach,21020,2020,Female,F,Asian or Pacific Islander,A-PI,40.0
Stomach,21020,2020,Female,F,Black or African American,2054-5,73.0
Stomach,21020,2020,Female,F,White,2106-3,258.0
Stomach,21020,2020,Male,M,Asian or Pacific Islander,A-PI,36.0
Stomach,21020,2020,Male,M,Black or African American,2054-5,55.0
Stomach,21020,2020,Male,M,White,2106-3,262.0
Stomach,21020,2021,Female,F,Asian or Pacific Islander,A-PI,46.0
Stomach,21020,2021,Female,F,Black or African American,2054-5,102.0
Stomach,21020,2021,Female,F,White,2106-3,296.0
Stomach,21020,2021,Female,F,Other Races and Unknown combined,2131-1,23.0
Stomach,21020,2021,Male,M,Asian or Pacific Islander,A-PI,36.0
Stomach,21020,2021,Male,M,Black or African American,2054-5,66.0
Stomach,21020,2021,Male,M,White,2106-3,308.0
Stomach,21020,2021,Male,M,Other Races and Unknown combined,2131-1,18.0
Thyroid,32010,1999,Female,F,American Indian or Alaska Native,1002-5,38.0
Thyroid,32010,1999,Female,F,Asian or Pacific Islander,A-PI,201.0
Thyroid,32010,1999,Female,F,Black or African American,2054-5,314.0
Thyroid,32010,1999,Female,F,White,2106-3,4085.0
Thyroid,32010,1999,Female,F,Other Races and Unknown combined,2131-1,80.0
Thyroid,32010,1999,Male,M,Asian or Pacific Islander,A-PI,48.0
Thyroid,32010,1999,Male,M,Black or African American,2054-5,48.0
Thyroid,32010,1999,Male,M,White,2106-3,934.0
Thyroid,32010,2000,Female,F,American Indian or Alaska Native,1002-5,37.0
Thyroid,32010,2000,Female,F,Asian or Pacific Islander,A-PI,250.0
Thyroid,32010,2000,Female,F,Black or African American,2054-5,337.0
Thyroid,32010,2000,Female,F,White,2106-3,4351.0
Thyroid,32010,2000,Female,F,Other Races and Unknown combined,2131-1,80.0
Thyroid,32010,2000,Male,M,Asian or Pacific Islander,A-PI,51.0
Thyroid,32010,2000,Male,M,Black or African American,2054-5,70.0
Thyroid,32010,2000,Male,M,White,2106-3,962.0
Thyroid,32010,2000,Male,M,Other Races and Unknown combined,2131-1,20.0
Thyroid,32010,2001,Female,F,American Indian or Alaska Native,1002-5,35.0
Thyroid,32010,2001,Female,F,Asian or Pacific Islander,A-PI,281.0
Thyroid,32010,2001,Female,F,Black or African American,2054-5,369.0
Thyroid,32010,2001,Female,F,White,2106-3,4649.0
Thyroid,32010,2001,Female,F,Other Races and Unknown combined,2131-1,79.0
Thyroid,32010,2001,Male,M,Asian or Pacific Islander,A-PI,62.0
Thyroid,32010,2001,Male,M,Black or African American,2054-5,66.0
Thyroid,32010,2001,Male,M,White,2106-3,917.0
Thyroid,32010,2001,Male,M,Other Races and Unknown combined,2131-1,28.0
Thyroid,32010,2002,Female,F,American Indian or Alaska Native,1002-5,39.0
Thyroid,32010,2002,Female,F,Asian or Pacific Islander,A-PI,303.0
Thyroid,32010,2002,Female,F,Black or African American,2054-5,398.0
