Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Groups Code,Sex,Sex Code,Race,Race Code,Count
Ovary,27040,2016,30-34 years,30-34,Female,F,Black or African American,2054-5,39.0
Ovary,27040,2016,30-34 years,30-34,Female,F,White,2106-3,304.0
Ovary,27040,2016,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,33.0
Ovary,27040,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,73.0
Ovary,27040,2016,35-39 years,35-39,Female,F,White,2106-3,404.0
Ovary,27040,2017,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,18.0
Ovary,27040,2017,20-24 years,20-24,Female,F,Black or African American,2054-5,28.0
Ovary,27040,2017,20-24 years,20-24,Female,F,White,2106-3,147.0
Ovary,27040,2017,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,28.0
Ovary,27040,2017,25-29 years,25-29,Female,F,Black or African American,2054-5,47.0
Ovary,27040,2017,25-29 years,25-29,Female,F,White,2106-3,191.0
Ovary,27040,2017,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,25.0
Ovary,27040,2017,30-34 years,30-34,Female,F,Black or African American,2054-5,38.0
Ovary,27040,2017,30-34 years,30-34,Female,F,White,2106-3,252.0
Ovary,27040,2017,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,53.0
Ovary,27040,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,77.0
Ovary,27040,2017,35-39 years,35-39,Female,F,White,2106-3,414.0
Ovary,27040,2017,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,16.0
Ovary,27040,2018,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,29.0
Ovary,27040,2018,20-24 years,20-24,Female,F,Black or African American,2054-5,24.0
Ovary,27040,2018,20-24 years,20-24,Female,F,White,2106-3,146.0
Ovary,27040,2018,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,18.0
Ovary,27040,2018,25-29 years,25-29,Female,F,Black or African American,2054-5,35.0
Ovary,27040,2018,25-29 years,25-29,Female,F,White,2106-3,211.0
Ovary,27040,2018,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,34.0
Ovary,27040,2018,30-34 years,30-34,Female,F,Black or African American,2054-5,34.0
Ovary,27040,2018,30-34 years,30-34,Female,F,White,2106-3,276.0
Ovary,27040,2018,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,44.0
Ovary,27040,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,66.0
Ovary,27040,2018,35-39 years,35-39,Female,F,White,2106-3,421.0
Ovary,27040,2019,20-24 years,20-24,Female,F,White,2106-3,126.0
Ovary,27040,2019,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,38.0
Ovary,27040,2019,25-29 years,25-29,Female,F,Black or African American,2054-5,42.0
Ovary,27040,2019,25-29 years,25-29,Female,F,White,2106-3,213.0
Ovary,27040,2019,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,33.0
Ovary,27040,2019,30-34 years,30-34,Female,F,Black or African American,2054-5,52.0
Ovary,27040,2019,30-34 years,30-34,Female,F,White,2106-3,309.0
Ovary,27040,2019,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,19.0
Ovary,27040,2019,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,34.0
Ovary,27040,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,70.0
Ovary,27040,2019,35-39 years,35-39,Female,F,White,2106-3,403.0
Ovary,27040,2020,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,17.0
Ovary,27040,2020,20-24 years,20-24,Female,F,Black or African American,2054-5,32.0
Ovary,27040,2020,20-24 years,20-24,Female,F,White,2106-3,162.0
Ovary,27040,2020,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,21.0
Ovary,27040,2020,25-29 years,25-29,Female,F,Black or African American,2054-5,23.0
Ovary,27040,2020,25-29 years,25-29,Female,F,White,2106-3,177.0
Ovary,27040,2020,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,35.0
Ovary,27040,2020,30-34 years,30-34,Female,F,Black or African American,2054-5,41.0
Ovary,27040,2020,30-34 years,30-34,Female,F,White,2106-3,282.0
Ovary,27040,2020,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,46.0
Ovary,27040,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,61.0
Ovary,27040,2020,35-39 years,35-39,Female,F,White,2106-3,404.0
Ovary,27040,2020,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,21.0
Ovary,27040,2021,20-24 years,20-24,Female,F,Black or African American,2054-5,26.0
Ovary,27040,2021,20-24 years,20-24,Female,F,White,2106-3,153.0
Ovary,27040,2021,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,22.0
Ovary,27040,2021,25-29 years,25-29,Female,F,Black or African American,2054-5,24.0
Ovary,27040,2021,25-29 years,25-29,Female,F,White,2106-3,205.0
Ovary,27040,2021,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,19.0
Ovary,27040,2021,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,34.0
Ovary,27040,2021,30-34 years,30-34,Female,F,Black or African American,2054-5,58.0
Ovary,27040,2021,30-34 years,30-34,Female,F,White,2106-3,276.0
Ovary,27040,2021,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,62.0
Ovary,27040,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,86.0
Ovary,27040,2021,35-39 years,35-39,Female,F,White,2106-3,415.0
Ovary,27040,2021,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,18.0
Pancreas,21100,1999,25-29 years,25-29,Male,M,White,2106-3,19.0
Pancreas,21100,1999,30-34 years,30-34,Female,F,White,2106-3,25.0
Pancreas,21100,1999,30-34 years,30-34,Male,M,White,2106-3,39.0
Pancreas,21100,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Pancreas,21100,1999,35-39 years,35-39,Female,F,White,2106-3,74.0
Pancreas,21100,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Pancreas,21100,1999,35-39 years,35-39,Male,M,White,2106-3,101.0
Pancreas,21100,2000,30-34 years,30-34,Female,F,White,2106-3,29.0
Pancreas,21100,2000,30-34 years,30-34,Male,M,White,2106-3,34.0
Pancreas,21100,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,16.0
Pancreas,21100,2000,35-39 years,35-39,Female,F,White,2106-3,87.0
Pancreas,21100,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Pancreas,21100,2000,35-39 years,35-39,Male,M,White,2106-3,99.0
Pancreas,21100,2001,30-34 years,30-34,Female,F,White,2106-3,28.0
Pancreas,21100,2001,30-34 years,30-34,Male,M,White,2106-3,38.0
Pancreas,21100,2001,35-39 years,35-39,Female,F,White,2106-3,80.0
Pancreas,21100,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Pancreas,21100,2001,35-39 years,35-39,Male,M,White,2106-3,83.0
Pancreas,21100,2002,30-34 years,30-34,Female,F,White,2106-3,30.0
Pancreas,21100,2002,30-34 years,30-34,Male,M,White,2106-3,41.0
Pancreas,21100,2002,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Pancreas,21100,2002,35-39 years,35-39,Female,F,White,2106-3,89.0
Pancreas,21100,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Pancreas,21100,2002,35-39 years,35-39,Male,M,White,2106-3,110.0
Pancreas,21100,2003,25-29 years,25-29,Female,F,White,2106-3,20.0
Pancreas,21100,2003,30-34 years,30-34,Female,F,White,2106-3,34.0
Pancreas,21100,2003,30-34 years,30-34,Male,M,White,2106-3,34.0
Pancreas,21100,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Pancreas,21100,2003,35-39 years,35-39,Female,F,White,2106-3,92.0
Pancreas,21100,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Pancreas,21100,2003,35-39 years,35-39,Male,M,White,2106-3,85.0
Pancreas,21100,2004,25-29 years,25-29,Female,F,White,2106-3,16.0
Pancreas,21100,2004,30-34 years,30-34,Female,F,White,2106-3,32.0
Pancreas,21100,2004,30-34 years,30-34,Male,M,White,2106-3,38.0
Pancreas,21100,2004,35-39 years,35-39,Female,F,Black or African American,2054-5,20.0
Pancreas,21100,2004,35-39 years,35-39,Female,F,White,2106-3,65.0
Pancreas,21100,2004,35-39 years,35-39,Male,M,White,2106-3,103.0
Pancreas,21100,2005,25-29 years,25-29,Female,F,White,2106-3,20.0
Pancreas,21100,2005,30-34 years,30-34,Female,F,White,2106-3,40.0
Pancreas,21100,2005,30-34 years,30-34,Male,M,White,2106-3,30.0
Pancreas,21100,2005,35-39 years,35-39,Female,F,White,2106-3,81.0
Pancreas,21100,2005,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Pancreas,21100,2005,35-39 years,35-39,Male,M,White,2106-3,92.0
Pancreas,21100,2006,25-29 years,25-29,Female,F,White,2106-3,21.0
Pancreas,21100,2006,30-34 years,30-34,Female,F,White,2106-3,25.0
Pancreas,21100,2006,30-34 years,30-34,Male,M,White,2106-3,33.0
Pancreas,21100,2006,35-39 years,35-39,Female,F,White,2106-3,74.0
Pancreas,21100,2006,35-39 years,35-39,Male,M,Black or African American,2054-5,25.0
Pancreas,21100,2006,35-39 years,35-39,Male,M,White,2106-3,111.0
Pancreas,21100,2007,30-34 years,30-34,Female,F,White,2106-3,41.0
Pancreas,21100,2007,30-34 years,30-34,Male,M,White,2106-3,34.0
Pancreas,21100,2007,35-39 years,35-39,Female,F,Black or African American,2054-5,18.0
Pancreas,21100,2007,35-39 years,35-39,Female,F,White,2106-3,90.0
Pancreas,21100,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Pancreas,21100,2007,35-39 years,35-39,Male,M,White,2106-3,104.0
Pancreas,21100,2008,20-24 years,20-24,Female,F,White,2106-3,16.0
Pancreas,21100,2008,25-29 years,25-29,Female,F,White,2106-3,17.0
Pancreas,21100,2008,25-29 years,25-29,Male,M,White,2106-3,17.0
Pancreas,21100,2008,30-34 years,30-34,Female,F,Black or African American,2054-5,16.0
Pancreas,21100,2008,30-34 years,30-34,Female,F,White,2106-3,47.0
Pancreas,21100,2008,30-34 years,30-34,Male,M,White,2106-3,38.0
Pancreas,21100,2008,35-39 years,35-39,Female,F,Black or African American,2054-5,23.0
Pancreas,21100,2008,35-39 years,35-39,Female,F,White,2106-3,87.0
Pancreas,21100,2008,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Pancreas,21100,2008,35-39 years,35-39,Male,M,White,2106-3,92.0
Pancreas,21100,2009,25-29 years,25-29,Female,F,White,2106-3,20.0
Pancreas,21100,2009,25-29 years,25-29,Male,M,White,2106-3,20.0
Pancreas,21100,2009,30-34 years,30-34,Female,F,White,2106-3,47.0
Pancreas,21100,2009,30-34 years,30-34,Male,M,White,2106-3,37.0
Pancreas,21100,2009,35-39 years,35-39,Female,F,Black or African American,2054-5,24.0
Pancreas,21100,2009,35-39 years,35-39,Female,F,White,2106-3,88.0
Pancreas,21100,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,23.0
Pancreas,21100,2009,35-39 years,35-39,Male,M,White,2106-3,101.0
Pancreas,21100,2010,25-29 years,25-29,Female,F,White,2106-3,35.0
Pancreas,21100,2010,30-34 years,30-34,Female,F,White,2106-3,37.0
Pancreas,21100,2010,30-34 years,30-34,Male,M,White,2106-3,46.0
Pancreas,21100,2010,35-39 years,35-39,Female,F,Black or African American,2054-5,24.0
Pancreas,21100,2010,35-39 years,35-39,Female,F,White,2106-3,81.0
Pancreas,21100,2010,35-39 years,35-39,Male,M,Black or African American,2054-5,18.0
Pancreas,21100,2010,35-39 years,35-39,Male,M,White,2106-3,94.0
Pancreas,21100,2011,20-24 years,20-24,Female,F,White,2106-3,16.0
Pancreas,21100,2011,25-29 years,25-29,Female,F,White,2106-3,30.0
Pancreas,21100,2011,25-29 years,25-29,Male,M,White,2106-3,23.0
Pancreas,21100,2011,30-34 years,30-34,Female,F,White,2106-3,39.0
Pancreas,21100,2011,30-34 years,30-34,Male,M,White,2106-3,32.0
Pancreas,21100,2011,35-39 years,35-39,Female,F,Black or African American,2054-5,22.0
Pancreas,21100,2011,35-39 years,35-39,Female,F,White,2106-3,93.0
Pancreas,21100,2011,35-39 years,35-39,Male,M,White,2106-3,107.0
Pancreas,21100,2012,20-24 years,20-24,Female,F,White,2106-3,27.0
Pancreas,21100,2012,25-29 years,25-29,Female,F,Black or African American,2054-5,16.0
Pancreas,21100,2012,25-29 years,25-29,Female,F,White,2106-3,25.0
Pancreas,21100,2012,25-29 years,25-29,Male,M,White,2106-3,21.0
Pancreas,21100,2012,30-34 years,30-34,Female,F,White,2106-3,45.0
Pancreas,21100,2012,30-34 years,30-34,Male,M,White,2106-3,43.0
Pancreas,21100,2012,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Pancreas,21100,2012,35-39 years,35-39,Female,F,White,2106-3,67.0
Pancreas,21100,2012,35-39 years,35-39,Male,M,White,2106-3,111.0
Pancreas,21100,2013,20-24 years,20-24,Female,F,White,2106-3,29.0
Pancreas,21100,2013,25-29 years,25-29,Female,F,White,2106-3,31.0
Pancreas,21100,2013,25-29 years,25-29,Male,M,White,2106-3,18.0
Pancreas,21100,2013,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Pancreas,21100,2013,30-34 years,30-34,Female,F,White,2106-3,57.0
Pancreas,21100,2013,30-34 years,30-34,Male,M,White,2106-3,43.0
Pancreas,21100,2013,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Pancreas,21100,2013,35-39 years,35-39,Female,F,White,2106-3,92.0
Pancreas,21100,2013,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Pancreas,21100,2013,35-39 years,35-39,Male,M,White,2106-3,100.0
Pancreas,21100,2014,20-24 years,20-24,Female,F,White,2106-3,22.0
Pancreas,21100,2014,25-29 years,25-29,Female,F,White,2106-3,30.0
Pancreas,21100,2014,25-29 years,25-29,Male,M,White,2106-3,22.0
Pancreas,21100,2014,30-34 years,30-34,Female,F,Black or African American,2054-5,20.0
Pancreas,21100,2014,30-34 years,30-34,Female,F,White,2106-3,64.0
Pancreas,21100,2014,30-34 years,30-34,Male,M,White,2106-3,56.0
Pancreas,21100,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,38.0
Pancreas,21100,2014,35-39 years,35-39,Female,F,White,2106-3,92.0
Pancreas,21100,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Pancreas,21100,2014,35-39 years,35-39,Male,M,White,2106-3,117.0
Pancreas,21100,2015,20-24 years,20-24,Female,F,White,2106-3,18.0
Pancreas,21100,2015,25-29 years,25-29,Female,F,White,2106-3,33.0
Pancreas,21100,2015,25-29 years,25-29,Male,M,White,2106-3,16.0
Pancreas,21100,2015,30-34 years,30-34,Female,F,Black or African American,2054-5,16.0
Pancreas,21100,2015,30-34 years,30-34,Female,F,White,2106-3,58.0
Pancreas,21100,2015,30-34 years,30-34,Male,M,White,2106-3,74.0
Pancreas,21100,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,25.0
Pancreas,21100,2015,35-39 years,35-39,Female,F,White,2106-3,110.0
Pancreas,21100,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Pancreas,21100,2015,35-39 years,35-39,Male,M,White,2106-3,127.0
Pancreas,21100,2016,20-24 years,20-24,Female,F,White,2106-3,20.0
Pancreas,21100,2016,25-29 years,25-29,Female,F,White,2106-3,40.0
Pancreas,21100,2016,25-29 years,25-29,Male,M,White,2106-3,27.0
Pancreas,21100,2016,30-34 years,30-34,Female,F,Black or African American,2054-5,21.0
Pancreas,21100,2016,30-34 years,30-34,Female,F,White,2106-3,44.0
Pancreas,21100,2016,30-34 years,30-34,Male,M,White,2106-3,45.0
Pancreas,21100,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,36.0
Pancreas,21100,2016,35-39 years,35-39,Female,F,White,2106-3,128.0
Pancreas,21100,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,23.0
Pancreas,21100,2016,35-39 years,35-39,Male,M,White,2106-3,140.0
Pancreas,21100,2017,20-24 years,20-24,Female,F,White,2106-3,30.0
Pancreas,21100,2017,20-24 years,20-24,Male,M,White,2106-3,19.0
Pancreas,21100,2017,25-29 years,25-29,Female,F,White,2106-3,40.0
Pancreas,21100,2017,25-29 years,25-29,Male,M,White,2106-3,24.0
Pancreas,21100,2017,30-34 years,30-34,Female,F,Black or African American,2054-5,27.0
Pancreas,21100,2017,30-34 years,30-34,Female,F,White,2106-3,64.0
Pancreas,21100,2017,30-34 years,30-34,Male,M,White,2106-3,59.0
Pancreas,21100,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Pancreas,21100,2017,35-39 years,35-39,Female,F,White,2106-3,118.0
Pancreas,21100,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Pancreas,21100,2017,35-39 years,35-39,Male,M,White,2106-3,124.0
Pancreas,21100,2018,20-24 years,20-24,Female,F,White,2106-3,39.0
Pancreas,21100,2018,25-29 years,25-29,Female,F,White,2106-3,42.0
Pancreas,21100,2018,25-29 years,25-29,Male,M,White,2106-3,25.0
Pancreas,21100,2018,30-34 years,30-34,Female,F,Black or African American,2054-5,28.0
Pancreas,21100,2018,30-34 years,30-34,Female,F,White,2106-3,68.0
Pancreas,21100,2018,30-34 years,30-34,Male,M,White,2106-3,53.0
Pancreas,21100,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Pancreas,21100,2018,35-39 years,35-39,Female,F,White,2106-3,128.0
Pancreas,21100,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Pancreas,21100,2018,35-39 years,35-39,Male,M,White,2106-3,143.0
Pancreas,21100,2019,20-24 years,20-24,Female,F,White,2106-3,27.0
Pancreas,21100,2019,25-29 years,25-29,Female,F,White,2106-3,47.0
Pancreas,21100,2019,25-29 years,25-29,Male,M,White,2106-3,29.0
Pancreas,21100,2019,30-34 years,30-34,Female,F,White,2106-3,78.0
Pancreas,21100,2019,30-34 years,30-34,Male,M,White,2106-3,56.0
Pancreas,21100,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,23.0
Pancreas,21100,2019,35-39 years,35-39,Female,F,White,2106-3,97.0
Pancreas,21100,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,37.0
Pancreas,21100,2019,35-39 years,35-39,Male,M,White,2106-3,139.0
Pancreas,21100,2020,20-24 years,20-24,Female,F,White,2106-3,29.0
Pancreas,21100,2020,20-24 years,20-24,Male,M,White,2106-3,17.0
Pancreas,21100,2020,25-29 years,25-29,Female,F,Black or African American,2054-5,16.0
Pancreas,21100,2020,25-29 years,25-29,Female,F,White,2106-3,37.0
Pancreas,21100,2020,25-29 years,25-29,Male,M,White,2106-3,33.0
Pancreas,21100,2020,30-34 years,30-34,Female,F,White,2106-3,61.0
Pancreas,21100,2020,30-34 years,30-34,Male,M,White,2106-3,44.0
Pancreas,21100,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,32.0
Pancreas,21100,2020,35-39 years,35-39,Female,F,White,2106-3,110.0
Pancreas,21100,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,23.0
Pancreas,21100,2020,35-39 years,35-39,Male,M,White,2106-3,98.0
Pancreas,21100,2021,20-24 years,20-24,Female,F,White,2106-3,36.0
Pancreas,21100,2021,25-29 years,25-29,Female,F,White,2106-3,46.0
Pancreas,21100,2021,25-29 years,25-29,Male,M,White,2106-3,19.0
Pancreas,21100,2021,30-34 years,30-34,Female,F,Black or African American,2054-5,20.0
Pancreas,21100,2021,30-34 years,30-34,Female,F,White,2106-3,59.0
Pancreas,21100,2021,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Pancreas,21100,2021,30-34 years,30-34,Male,M,White,2106-3,59.0
Pancreas,21100,2021,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Pancreas,21100,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Pancreas,21100,2021,35-39 years,35-39,Female,F,White,2106-3,137.0
Pancreas,21100,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Pancreas,21100,2021,35-39 years,35-39,Male,M,White,2106-3,137.0
Prostate,28010,1999,35-39 years,35-39,Male,M,White,2106-3,56.0
Prostate,28010,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,23.0
Prostate,28010,2000,35-39 years,35-39,Male,M,White,2106-3,64.0
Prostate,28010,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Prostate,28010,2001,35-39 years,35-39,Male,M,White,2106-3,60.0
Prostate,28010,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Prostate,28010,2002,35-39 years,35-39,Male,M,White,2106-3,68.0
Prostate,28010,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Prostate,28010,2003,35-39 years,35-39,Male,M,White,2106-3,77.0
Prostate,28010,2004,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Prostate,28010,2004,35-39 years,35-39,Male,M,White,2106-3,51.0
Prostate,28010,2005,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Prostate,28010,2005,35-39 years,35-39,Male,M,White,2106-3,71.0
Prostate,28010,2006,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Prostate,28010,2006,35-39 years,35-39,Male,M,White,2106-3,66.0
Prostate,28010,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,38.0
Prostate,28010,2007,35-39 years,35-39,Male,M,White,2106-3,85.0
Prostate,28010,2008,35-39 years,35-39,Male,M,Black or African American,2054-5,41.0
Prostate,28010,2008,35-39 years,35-39,Male,M,White,2106-3,80.0
Prostate,28010,2009,30-34 years,30-34,Male,M,White,2106-3,17.0
Prostate,28010,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,49.0
Prostate,28010,2009,35-39 years,35-39,Male,M,White,2106-3,99.0
Prostate,28010,2010,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Prostate,28010,2010,35-39 years,35-39,Male,M,White,2106-3,71.0
Prostate,28010,2011,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Prostate,28010,2011,35-39 years,35-39,Male,M,White,2106-3,70.0
Prostate,28010,2012,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Prostate,28010,2012,35-39 years,35-39,Male,M,White,2106-3,46.0
Prostate,28010,2013,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Prostate,28010,2013,35-39 years,35-39,Male,M,White,2106-3,46.0
Prostate,28010,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Prostate,28010,2014,35-39 years,35-39,Male,M,White,2106-3,59.0
Prostate,28010,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Prostate,28010,2015,35-39 years,35-39,Male,M,White,2106-3,44.0
Prostate,28010,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,25.0
Prostate,28010,2016,35-39 years,35-39,Male,M,White,2106-3,34.0
Prostate,28010,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,16.0
Prostate,28010,2017,35-39 years,35-39,Male,M,White,2106-3,46.0
Prostate,28010,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Prostate,28010,2018,35-39 years,35-39,Male,M,White,2106-3,37.0
Prostate,28010,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Prostate,28010,2019,35-39 years,35-39,Male,M,White,2106-3,40.0
Prostate,28010,2020,35-39 years,35-39,Male,M,White,2106-3,22.0
Prostate,28010,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Prostate,28010,2021,35-39 years,35-39,Male,M,White,2106-3,40.0
Stomach,21020,1999,25-29 years,25-29,Female,F,White,2106-3,23.0
Stomach,21020,1999,25-29 years,25-29,Male,M,White,2106-3,22.0
Stomach,21020,1999,30-34 years,30-34,Female,F,Black or African American,2054-5,20.0
Stomach,21020,1999,30-34 years,30-34,Female,F,White,2106-3,50.0
Stomach,21020,1999,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Stomach,21020,1999,30-34 years,30-34,Male,M,White,2106-3,63.0
Stomach,21020,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,29.0
Stomach,21020,1999,35-39 years,35-39,Female,F,White,2106-3,94.0
Stomach,21020,1999,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,18.0
Stomach,21020,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,47.0
Stomach,21020,1999,35-39 years,35-39,Male,M,White,2106-3,140.0
Stomach,21020,2000,25-29 years,25-29,Female,F,White,2106-3,20.0
Stomach,21020,2000,25-29 years,25-29,Male,M,White,2106-3,32.0
Stomach,21020,2000,30-34 years,30-34,Female,F,White,2106-3,52.0
Stomach,21020,2000,30-34 years,30-34,Male,M,Black or African American,2054-5,28.0
Stomach,21020,2000,30-34 years,30-34,Male,M,White,2106-3,69.0
Stomach,21020,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Stomach,21020,2000,35-39 years,35-39,Female,F,White,2106-3,99.0
Stomach,21020,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,44.0
Stomach,21020,2000,35-39 years,35-39,Male,M,White,2106-3,128.0
Stomach,21020,2001,25-29 years,25-29,Male,M,White,2106-3,40.0
Stomach,21020,2001,30-34 years,30-34,Female,F,White,2106-3,52.0
Stomach,21020,2001,30-34 years,30-34,Male,M,Black or African American,2054-5,22.0
Stomach,21020,2001,30-34 years,30-34,Male,M,White,2106-3,68.0
Stomach,21020,2001,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2001,35-39 years,35-39,Female,F,Black or African American,2054-5,33.0
Stomach,21020,2001,35-39 years,35-39,Female,F,White,2106-3,104.0
Stomach,21020,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Stomach,21020,2001,35-39 years,35-39,Male,M,White,2106-3,128.0
Stomach,21020,2002,25-29 years,25-29,Female,F,White,2106-3,17.0
Stomach,21020,2002,25-29 years,25-29,Male,M,White,2106-3,27.0
Stomach,21020,2002,30-34 years,30-34,Female,F,White,2106-3,56.0
Stomach,21020,2002,30-34 years,30-34,Male,M,White,2106-3,61.0
Stomach,21020,2002,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Stomach,21020,2002,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Stomach,21020,2002,35-39 years,35-39,Female,F,White,2106-3,106.0
Stomach,21020,2002,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,20.0
Stomach,21020,2002,35-39 years,35-39,Male,M,White,2106-3,127.0
Stomach,21020,2003,25-29 years,25-29,Female,F,White,2106-3,26.0
Stomach,21020,2003,25-29 years,25-29,Male,M,White,2106-3,30.0
Stomach,21020,2003,30-34 years,30-34,Female,F,Black or African American,2054-5,23.0
Stomach,21020,2003,30-34 years,30-34,Female,F,White,2106-3,58.0
Stomach,21020,2003,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Stomach,21020,2003,30-34 years,30-34,Male,M,White,2106-3,74.0
Stomach,21020,2003,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Stomach,21020,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Stomach,21020,2003,35-39 years,35-39,Female,F,White,2106-3,108.0
Stomach,21020,2003,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,16.0
